Datum;Grupp;Serie;Värde
2010-11-16;Valutor mot svenska kronor;1 GBP;11,015
2010-11-17;Valutor mot svenska kronor;1 GBP;11,09
2010-11-18;Valutor mot svenska kronor;1 GBP;10,9675
2010-11-19;Valutor mot svenska kronor;1 GBP;11,0175
2010-11-20;Valutor mot svenska kronor;1 GBP;N/A
2010-11-21;Valutor mot svenska kronor;1 GBP;N/A
2010-11-22;Valutor mot svenska kronor;1 GBP;10,9575
2010-11-23;Valutor mot svenska kronor;1 GBP;11,03
2010-11-24;Valutor mot svenska kronor;1 GBP;11,0225
2010-11-25;Valutor mot svenska kronor;1 GBP;10,9775
2010-11-26;Valutor mot svenska kronor;1 GBP;10,9825
2010-11-27;Valutor mot svenska kronor;1 GBP;N/A
2010-11-28;Valutor mot svenska kronor;1 GBP;N/A
2010-11-29;Valutor mot svenska kronor;1 GBP;10,8725
2010-11-30;Valutor mot svenska kronor;1 GBP;10,9075
2010-12-01;Valutor mot svenska kronor;1 GBP;10,9025
2010-12-02;Valutor mot svenska kronor;1 GBP;10,8875
2010-12-03;Valutor mot svenska kronor;1 GBP;10,7925
2010-12-04;Valutor mot svenska kronor;1 GBP;N/A
2010-12-05;Valutor mot svenska kronor;1 GBP;N/A
2010-12-06;Valutor mot svenska kronor;1 GBP;10,765
2010-12-07;Valutor mot svenska kronor;1 GBP;10,765
2010-12-08;Valutor mot svenska kronor;1 GBP;10,88
2010-12-09;Valutor mot svenska kronor;1 GBP;10,8475
2010-12-10;Valutor mot svenska kronor;1 GBP;10,89
2010-12-11;Valutor mot svenska kronor;1 GBP;N/A
2010-12-12;Valutor mot svenska kronor;1 GBP;N/A
2010-12-13;Valutor mot svenska kronor;1 GBP;10,895
2010-12-14;Valutor mot svenska kronor;1 GBP;10,8025
2010-12-15;Valutor mot svenska kronor;1 GBP;10,7425
2010-12-16;Valutor mot svenska kronor;1 GBP;10,685
2010-12-17;Valutor mot svenska kronor;1 GBP;10,585
2010-12-18;Valutor mot svenska kronor;1 GBP;N/A
2010-12-19;Valutor mot svenska kronor;1 GBP;N/A
2010-12-20;Valutor mot svenska kronor;1 GBP;10,6475
2010-12-21;Valutor mot svenska kronor;1 GBP;10,6325
2010-12-22;Valutor mot svenska kronor;1 GBP;10,5575
2010-12-23;Valutor mot svenska kronor;1 GBP;10,55
2010-12-24;Valutor mot svenska kronor;1 GBP;N/A
2010-12-25;Valutor mot svenska kronor;1 GBP;N/A
2010-12-26;Valutor mot svenska kronor;1 GBP;N/A
2010-12-27;Valutor mot svenska kronor;1 GBP;10,5475
2010-12-28;Valutor mot svenska kronor;1 GBP;10,48
2010-12-29;Valutor mot svenska kronor;1 GBP;10,5275
2010-12-30;Valutor mot svenska kronor;1 GBP;10,5475
2010-12-31;Valutor mot svenska kronor;1 GBP;N/A
2011-01-01;Valutor mot svenska kronor;1 GBP;N/A
2011-01-02;Valutor mot svenska kronor;1 GBP;N/A
2011-01-03;Valutor mot svenska kronor;1 GBP;10,445
2011-01-04;Valutor mot svenska kronor;1 GBP;10,42
2011-01-05;Valutor mot svenska kronor;1 GBP;10,525
2011-01-06;Valutor mot svenska kronor;1 GBP;N/A
2011-01-07;Valutor mot svenska kronor;1 GBP;10,6125
2011-01-08;Valutor mot svenska kronor;1 GBP;N/A
2011-01-09;Valutor mot svenska kronor;1 GBP;N/A
2011-01-10;Valutor mot svenska kronor;1 GBP;10,7475
2011-01-11;Valutor mot svenska kronor;1 GBP;10,685
2011-01-12;Valutor mot svenska kronor;1 GBP;10,6775
2011-01-13;Valutor mot svenska kronor;1 GBP;10,6325
2011-01-14;Valutor mot svenska kronor;1 GBP;10,5775
2011-01-15;Valutor mot svenska kronor;1 GBP;N/A
2011-01-16;Valutor mot svenska kronor;1 GBP;N/A
2011-01-17;Valutor mot svenska kronor;1 GBP;10,6225
2011-01-18;Valutor mot svenska kronor;1 GBP;10,635
2011-01-19;Valutor mot svenska kronor;1 GBP;10,6275
2011-01-20;Valutor mot svenska kronor;1 GBP;10,595
2011-01-21;Valutor mot svenska kronor;1 GBP;10,58
2011-01-22;Valutor mot svenska kronor;1 GBP;N/A
2011-01-23;Valutor mot svenska kronor;1 GBP;N/A
2011-01-24;Valutor mot svenska kronor;1 GBP;10,545
2011-01-25;Valutor mot svenska kronor;1 GBP;10,4275
2011-01-26;Valutor mot svenska kronor;1 GBP;10,2875
2011-01-27;Valutor mot svenska kronor;1 GBP;10,29
2011-01-28;Valutor mot svenska kronor;1 GBP;10,2725
2011-01-29;Valutor mot svenska kronor;1 GBP;N/A
2011-01-30;Valutor mot svenska kronor;1 GBP;N/A
2011-01-31;Valutor mot svenska kronor;1 GBP;10,3675
2011-02-01;Valutor mot svenska kronor;1 GBP;10,3075
2011-02-02;Valutor mot svenska kronor;1 GBP;10,3175
2011-02-03;Valutor mot svenska kronor;1 GBP;10,435
2011-02-04;Valutor mot svenska kronor;1 GBP;10,4375
2011-02-05;Valutor mot svenska kronor;1 GBP;N/A
2011-02-06;Valutor mot svenska kronor;1 GBP;N/A
2011-02-07;Valutor mot svenska kronor;1 GBP;10,455
2011-02-08;Valutor mot svenska kronor;1 GBP;10,3775
2011-02-09;Valutor mot svenska kronor;1 GBP;10,3575
2011-02-10;Valutor mot svenska kronor;1 GBP;10,3825
2011-02-11;Valutor mot svenska kronor;1 GBP;10,465
2011-02-12;Valutor mot svenska kronor;1 GBP;N/A
2011-02-13;Valutor mot svenska kronor;1 GBP;N/A
2011-02-14;Valutor mot svenska kronor;1 GBP;10,4425
2011-02-15;Valutor mot svenska kronor;1 GBP;10,4175
2011-02-16;Valutor mot svenska kronor;1 GBP;10,43
2011-02-17;Valutor mot svenska kronor;1 GBP;10,3675
2011-02-18;Valutor mot svenska kronor;1 GBP;10,3925
2011-02-19;Valutor mot svenska kronor;1 GBP;N/A
2011-02-20;Valutor mot svenska kronor;1 GBP;N/A
2011-02-21;Valutor mot svenska kronor;1 GBP;10,39
2011-02-22;Valutor mot svenska kronor;1 GBP;10,5225
2011-02-23;Valutor mot svenska kronor;1 GBP;10,3925
2011-02-24;Valutor mot svenska kronor;1 GBP;10,3825
2011-02-25;Valutor mot svenska kronor;1 GBP;10,2875
2011-02-26;Valutor mot svenska kronor;1 GBP;N/A
2011-02-27;Valutor mot svenska kronor;1 GBP;N/A
2011-02-28;Valutor mot svenska kronor;1 GBP;10,3225
2011-03-01;Valutor mot svenska kronor;1 GBP;10,28
2011-03-02;Valutor mot svenska kronor;1 GBP;10,29
2011-03-03;Valutor mot svenska kronor;1 GBP;10,305
2011-03-04;Valutor mot svenska kronor;1 GBP;10,2625
2011-03-05;Valutor mot svenska kronor;1 GBP;N/A
2011-03-06;Valutor mot svenska kronor;1 GBP;N/A
2011-03-07;Valutor mot svenska kronor;1 GBP;10,3675
2011-03-08;Valutor mot svenska kronor;1 GBP;10,305
2011-03-09;Valutor mot svenska kronor;1 GBP;10,285
2011-03-10;Valutor mot svenska kronor;1 GBP;10,2925
2011-03-11;Valutor mot svenska kronor;1 GBP;10,245
2011-03-12;Valutor mot svenska kronor;1 GBP;N/A
2011-03-13;Valutor mot svenska kronor;1 GBP;N/A
2011-03-14;Valutor mot svenska kronor;1 GBP;10,2125
2011-03-15;Valutor mot svenska kronor;1 GBP;10,29
2011-03-16;Valutor mot svenska kronor;1 GBP;10,33
2011-03-17;Valutor mot svenska kronor;1 GBP;10,3675
2011-03-18;Valutor mot svenska kronor;1 GBP;10,2875
2011-03-19;Valutor mot svenska kronor;1 GBP;N/A
2011-03-20;Valutor mot svenska kronor;1 GBP;N/A
2011-03-21;Valutor mot svenska kronor;1 GBP;10,1825
2011-03-22;Valutor mot svenska kronor;1 GBP;10,23
2011-03-23;Valutor mot svenska kronor;1 GBP;10,3125
2011-03-24;Valutor mot svenska kronor;1 GBP;10,28
2011-03-25;Valutor mot svenska kronor;1 GBP;10,2075
2011-03-26;Valutor mot svenska kronor;1 GBP;N/A
2011-03-27;Valutor mot svenska kronor;1 GBP;N/A
2011-03-28;Valutor mot svenska kronor;1 GBP;10,2475
2011-03-29;Valutor mot svenska kronor;1 GBP;10,1775
2011-03-30;Valutor mot svenska kronor;1 GBP;10,175
2011-03-31;Valutor mot svenska kronor;1 GBP;10,1775
2011-04-01;Valutor mot svenska kronor;1 GBP;10,1575
2011-04-02;Valutor mot svenska kronor;1 GBP;N/A
2011-04-03;Valutor mot svenska kronor;1 GBP;N/A
2011-04-04;Valutor mot svenska kronor;1 GBP;10,19
2011-04-05;Valutor mot svenska kronor;1 GBP;10,25
2011-04-06;Valutor mot svenska kronor;1 GBP;10,2975
2011-04-07;Valutor mot svenska kronor;1 GBP;10,355
2011-04-08;Valutor mot svenska kronor;1 GBP;10,2675
2011-04-09;Valutor mot svenska kronor;1 GBP;N/A
2011-04-10;Valutor mot svenska kronor;1 GBP;N/A
2011-04-11;Valutor mot svenska kronor;1 GBP;10,1375
2011-04-12;Valutor mot svenska kronor;1 GBP;10,2575
2011-04-13;Valutor mot svenska kronor;1 GBP;10,1775
2011-04-14;Valutor mot svenska kronor;1 GBP;10,1875
2011-04-15;Valutor mot svenska kronor;1 GBP;10,1275
2011-04-16;Valutor mot svenska kronor;1 GBP;N/A
2011-04-17;Valutor mot svenska kronor;1 GBP;N/A
2011-04-18;Valutor mot svenska kronor;1 GBP;10,14
2011-04-19;Valutor mot svenska kronor;1 GBP;10,2075
2011-04-20;Valutor mot svenska kronor;1 GBP;10,135
2011-04-21;Valutor mot svenska kronor;1 GBP;10,035
2011-04-22;Valutor mot svenska kronor;1 GBP;N/A
2011-04-23;Valutor mot svenska kronor;1 GBP;N/A
2011-04-24;Valutor mot svenska kronor;1 GBP;N/A
2011-04-25;Valutor mot svenska kronor;1 GBP;N/A
2011-04-26;Valutor mot svenska kronor;1 GBP;10,075
2011-04-27;Valutor mot svenska kronor;1 GBP;10,015
2011-04-28;Valutor mot svenska kronor;1 GBP;10,0825
2011-04-29;Valutor mot svenska kronor;1 GBP;10,01
2011-04-30;Valutor mot svenska kronor;1 GBP;N/A
2011-05-01;Valutor mot svenska kronor;1 GBP;N/A
2011-05-02;Valutor mot svenska kronor;1 GBP;10,0625
2011-05-03;Valutor mot svenska kronor;1 GBP;9,9875
2011-05-04;Valutor mot svenska kronor;1 GBP;9,9725
2011-05-05;Valutor mot svenska kronor;1 GBP;10,025
2011-05-06;Valutor mot svenska kronor;1 GBP;10,1675
2011-05-07;Valutor mot svenska kronor;1 GBP;N/A
2011-05-08;Valutor mot svenska kronor;1 GBP;N/A
2011-05-09;Valutor mot svenska kronor;1 GBP;10,22
2011-05-10;Valutor mot svenska kronor;1 GBP;10,2475
2011-05-11;Valutor mot svenska kronor;1 GBP;10,1975
2011-05-12;Valutor mot svenska kronor;1 GBP;10,3075
2011-05-13;Valutor mot svenska kronor;1 GBP;10,2225
2011-05-14;Valutor mot svenska kronor;1 GBP;N/A
2011-05-15;Valutor mot svenska kronor;1 GBP;N/A
2011-05-16;Valutor mot svenska kronor;1 GBP;10,325
2011-05-17;Valutor mot svenska kronor;1 GBP;10,3175
2011-05-18;Valutor mot svenska kronor;1 GBP;10,2325
2011-05-19;Valutor mot svenska kronor;1 GBP;10,1825
2011-05-20;Valutor mot svenska kronor;1 GBP;10,1375
2011-05-21;Valutor mot svenska kronor;1 GBP;N/A
2011-05-22;Valutor mot svenska kronor;1 GBP;N/A
2011-05-23;Valutor mot svenska kronor;1 GBP;10,29
2011-05-24;Valutor mot svenska kronor;1 GBP;10,2275
2011-05-25;Valutor mot svenska kronor;1 GBP;10,29
2011-05-26;Valutor mot svenska kronor;1 GBP;10,2275
2011-05-27;Valutor mot svenska kronor;1 GBP;10,2625
2011-05-28;Valutor mot svenska kronor;1 GBP;N/A
2011-05-29;Valutor mot svenska kronor;1 GBP;N/A
2011-05-30;Valutor mot svenska kronor;1 GBP;10,2625
2011-05-31;Valutor mot svenska kronor;1 GBP;10,195
2011-06-01;Valutor mot svenska kronor;1 GBP;10,1375
2011-06-02;Valutor mot svenska kronor;1 GBP;N/A
2011-06-03;Valutor mot svenska kronor;1 GBP;10,1575
2011-06-04;Valutor mot svenska kronor;1 GBP;N/A
2011-06-05;Valutor mot svenska kronor;1 GBP;N/A
2011-06-06;Valutor mot svenska kronor;1 GBP;N/A
2011-06-07;Valutor mot svenska kronor;1 GBP;10,0925
2011-06-08;Valutor mot svenska kronor;1 GBP;10,055
2011-06-09;Valutor mot svenska kronor;1 GBP;10,1425
2011-06-10;Valutor mot svenska kronor;1 GBP;10,225
2011-06-11;Valutor mot svenska kronor;1 GBP;N/A
2011-06-12;Valutor mot svenska kronor;1 GBP;N/A
2011-06-13;Valutor mot svenska kronor;1 GBP;10,31
2011-06-14;Valutor mot svenska kronor;1 GBP;10,35
2011-06-15;Valutor mot svenska kronor;1 GBP;10,395
2011-06-16;Valutor mot svenska kronor;1 GBP;10,52
2011-06-17;Valutor mot svenska kronor;1 GBP;10,475
2011-06-18;Valutor mot svenska kronor;1 GBP;N/A
2011-06-19;Valutor mot svenska kronor;1 GBP;N/A
2011-06-20;Valutor mot svenska kronor;1 GBP;10,4167
2011-06-21;Valutor mot svenska kronor;1 GBP;10,3718
2011-06-22;Valutor mot svenska kronor;1 GBP;10,311
2011-06-23;Valutor mot svenska kronor;1 GBP;10,2916
2011-06-24;Valutor mot svenska kronor;1 GBP;N/A
2011-06-25;Valutor mot svenska kronor;1 GBP;N/A
2011-06-26;Valutor mot svenska kronor;1 GBP;N/A
2011-06-27;Valutor mot svenska kronor;1 GBP;10,393
2011-06-28;Valutor mot svenska kronor;1 GBP;10,3264
2011-06-29;Valutor mot svenska kronor;1 GBP;10,2676
2011-06-30;Valutor mot svenska kronor;1 GBP;10,15
2011-07-01;Valutor mot svenska kronor;1 GBP;10,13
2011-07-02;Valutor mot svenska kronor;1 GBP;N/A
2011-07-03;Valutor mot svenska kronor;1 GBP;N/A
2011-07-04;Valutor mot svenska kronor;1 GBP;10,0773
2011-07-05;Valutor mot svenska kronor;1 GBP;10,039
2011-07-06;Valutor mot svenska kronor;1 GBP;10,0831
2011-07-07;Valutor mot svenska kronor;1 GBP;10,1592
2011-07-08;Valutor mot svenska kronor;1 GBP;10,1068
2011-07-09;Valutor mot svenska kronor;1 GBP;N/A
2011-07-10;Valutor mot svenska kronor;1 GBP;N/A
2011-07-11;Valutor mot svenska kronor;1 GBP;10,2819
2011-07-12;Valutor mot svenska kronor;1 GBP;10,5555
2011-07-13;Valutor mot svenska kronor;1 GBP;10,4488
2011-07-14;Valutor mot svenska kronor;1 GBP;10,4469
2011-07-15;Valutor mot svenska kronor;1 GBP;10,5317
2011-07-16;Valutor mot svenska kronor;1 GBP;N/A
2011-07-17;Valutor mot svenska kronor;1 GBP;N/A
2011-07-18;Valutor mot svenska kronor;1 GBP;10,6179
2011-07-19;Valutor mot svenska kronor;1 GBP;10,4946
2011-07-20;Valutor mot svenska kronor;1 GBP;10,4409
2011-07-21;Valutor mot svenska kronor;1 GBP;10,3602
2011-07-22;Valutor mot svenska kronor;1 GBP;10,2337
2011-07-23;Valutor mot svenska kronor;1 GBP;N/A
2011-07-24;Valutor mot svenska kronor;1 GBP;N/A
2011-07-25;Valutor mot svenska kronor;1 GBP;10,348
2011-07-26;Valutor mot svenska kronor;1 GBP;10,2504
2011-07-27;Valutor mot svenska kronor;1 GBP;10,2687
2011-07-28;Valutor mot svenska kronor;1 GBP;10,3401
2011-07-29;Valutor mot svenska kronor;1 GBP;10,3943
2011-07-30;Valutor mot svenska kronor;1 GBP;N/A
2011-07-31;Valutor mot svenska kronor;1 GBP;N/A
2011-08-01;Valutor mot svenska kronor;1 GBP;10,315
2011-08-02;Valutor mot svenska kronor;1 GBP;10,338
2011-08-03;Valutor mot svenska kronor;1 GBP;10,4213
2011-08-04;Valutor mot svenska kronor;1 GBP;10,4248
2011-08-05;Valutor mot svenska kronor;1 GBP;10,6123
2011-08-06;Valutor mot svenska kronor;1 GBP;N/A
2011-08-07;Valutor mot svenska kronor;1 GBP;N/A
2011-08-08;Valutor mot svenska kronor;1 GBP;10,5928
2011-08-09;Valutor mot svenska kronor;1 GBP;10,5923
2011-08-10;Valutor mot svenska kronor;1 GBP;10,4762
2011-08-11;Valutor mot svenska kronor;1 GBP;10,5504
2011-08-12;Valutor mot svenska kronor;1 GBP;10,5867
2011-08-13;Valutor mot svenska kronor;1 GBP;N/A
2011-08-14;Valutor mot svenska kronor;1 GBP;N/A
2011-08-15;Valutor mot svenska kronor;1 GBP;10,5327
2011-08-16;Valutor mot svenska kronor;1 GBP;10,5377
2011-08-17;Valutor mot svenska kronor;1 GBP;10,5261
2011-08-18;Valutor mot svenska kronor;1 GBP;10,4925
2011-08-19;Valutor mot svenska kronor;1 GBP;10,6684
2011-08-20;Valutor mot svenska kronor;1 GBP;N/A
2011-08-21;Valutor mot svenska kronor;1 GBP;N/A
2011-08-22;Valutor mot svenska kronor;1 GBP;10,5403
2011-08-23;Valutor mot svenska kronor;1 GBP;10,4453
2011-08-24;Valutor mot svenska kronor;1 GBP;10,4625
2011-08-25;Valutor mot svenska kronor;1 GBP;10,3404
2011-08-26;Valutor mot svenska kronor;1 GBP;10,2862
2011-08-27;Valutor mot svenska kronor;1 GBP;N/A
2011-08-28;Valutor mot svenska kronor;1 GBP;N/A
2011-08-29;Valutor mot svenska kronor;1 GBP;10,288
2011-08-30;Valutor mot svenska kronor;1 GBP;10,3471
2011-08-31;Valutor mot svenska kronor;1 GBP;10,3569
2011-09-01;Valutor mot svenska kronor;1 GBP;10,3451
2011-09-02;Valutor mot svenska kronor;1 GBP;10,4177
2011-09-03;Valutor mot svenska kronor;1 GBP;N/A
2011-09-04;Valutor mot svenska kronor;1 GBP;N/A
2011-09-05;Valutor mot svenska kronor;1 GBP;10,3948
2011-09-06;Valutor mot svenska kronor;1 GBP;10,4125
2011-09-07;Valutor mot svenska kronor;1 GBP;10,2296
2011-09-08;Valutor mot svenska kronor;1 GBP;10,1509
2011-09-09;Valutor mot svenska kronor;1 GBP;10,2577
2011-09-10;Valutor mot svenska kronor;1 GBP;N/A
2011-09-11;Valutor mot svenska kronor;1 GBP;N/A
2011-09-12;Valutor mot svenska kronor;1 GBP;10,4492
2011-09-13;Valutor mot svenska kronor;1 GBP;10,6104
2011-09-14;Valutor mot svenska kronor;1 GBP;10,5726
2011-09-15;Valutor mot svenska kronor;1 GBP;10,5882
2011-09-16;Valutor mot svenska kronor;1 GBP;10,4553
2011-09-17;Valutor mot svenska kronor;1 GBP;N/A
2011-09-18;Valutor mot svenska kronor;1 GBP;N/A
2011-09-19;Valutor mot svenska kronor;1 GBP;10,5449
2011-09-20;Valutor mot svenska kronor;1 GBP;10,5237
2011-09-21;Valutor mot svenska kronor;1 GBP;10,431
2011-09-22;Valutor mot svenska kronor;1 GBP;10,5292
2011-09-23;Valutor mot svenska kronor;1 GBP;10,5573
2011-09-24;Valutor mot svenska kronor;1 GBP;N/A
2011-09-25;Valutor mot svenska kronor;1 GBP;N/A
2011-09-26;Valutor mot svenska kronor;1 GBP;10,7036
2011-09-27;Valutor mot svenska kronor;1 GBP;10,6058
2011-09-28;Valutor mot svenska kronor;1 GBP;10,5547
2011-09-29;Valutor mot svenska kronor;1 GBP;10,6088
2011-09-30;Valutor mot svenska kronor;1 GBP;10,6708
2011-10-01;Valutor mot svenska kronor;1 GBP;N/A
2011-10-02;Valutor mot svenska kronor;1 GBP;N/A
2011-10-03;Valutor mot svenska kronor;1 GBP;10,7223
2011-10-04;Valutor mot svenska kronor;1 GBP;10,6917
2011-10-05;Valutor mot svenska kronor;1 GBP;10,5857
2011-10-06;Valutor mot svenska kronor;1 GBP;10,5947
2011-10-07;Valutor mot svenska kronor;1 GBP;10,542
2011-10-08;Valutor mot svenska kronor;1 GBP;N/A
2011-10-09;Valutor mot svenska kronor;1 GBP;N/A
2011-10-10;Valutor mot svenska kronor;1 GBP;10,5473
2011-10-11;Valutor mot svenska kronor;1 GBP;10,4206
2011-10-12;Valutor mot svenska kronor;1 GBP;10,4237
2011-10-13;Valutor mot svenska kronor;1 GBP;10,3754
2011-10-14;Valutor mot svenska kronor;1 GBP;10,4949
2011-10-15;Valutor mot svenska kronor;1 GBP;N/A
2011-10-16;Valutor mot svenska kronor;1 GBP;N/A
2011-10-17;Valutor mot svenska kronor;1 GBP;10,4017
2011-10-18;Valutor mot svenska kronor;1 GBP;10,5521
2011-10-19;Valutor mot svenska kronor;1 GBP;10,4105
2011-10-20;Valutor mot svenska kronor;1 GBP;10,4556
2011-10-21;Valutor mot svenska kronor;1 GBP;10,4536
2011-10-22;Valutor mot svenska kronor;1 GBP;N/A
2011-10-23;Valutor mot svenska kronor;1 GBP;N/A
2011-10-24;Valutor mot svenska kronor;1 GBP;10,4515
2011-10-25;Valutor mot svenska kronor;1 GBP;10,4719
2011-10-26;Valutor mot svenska kronor;1 GBP;10,4853
2011-10-27;Valutor mot svenska kronor;1 GBP;10,3524
2011-10-28;Valutor mot svenska kronor;1 GBP;10,2346
2011-10-29;Valutor mot svenska kronor;1 GBP;N/A
2011-10-30;Valutor mot svenska kronor;1 GBP;N/A
2011-10-31;Valutor mot svenska kronor;1 GBP;10,3212
2011-11-01;Valutor mot svenska kronor;1 GBP;10,5535
2011-11-02;Valutor mot svenska kronor;1 GBP;10,551
2011-11-03;Valutor mot svenska kronor;1 GBP;10,5839
2011-11-04;Valutor mot svenska kronor;1 GBP;10,5341
2011-11-05;Valutor mot svenska kronor;1 GBP;N/A
2011-11-06;Valutor mot svenska kronor;1 GBP;N/A
2011-11-07;Valutor mot svenska kronor;1 GBP;10,599
2011-11-08;Valutor mot svenska kronor;1 GBP;10,5673
2011-11-09;Valutor mot svenska kronor;1 GBP;10,5502
2011-11-10;Valutor mot svenska kronor;1 GBP;10,679
2011-11-11;Valutor mot svenska kronor;1 GBP;10,6075
2011-11-12;Valutor mot svenska kronor;1 GBP;N/A
2011-11-13;Valutor mot svenska kronor;1 GBP;N/A
2011-11-14;Valutor mot svenska kronor;1 GBP;10,601
2011-11-15;Valutor mot svenska kronor;1 GBP;10,6886
2011-11-16;Valutor mot svenska kronor;1 GBP;10,6851
2011-11-17;Valutor mot svenska kronor;1 GBP;10,6957
2011-11-18;Valutor mot svenska kronor;1 GBP;10,7182
2011-11-19;Valutor mot svenska kronor;1 GBP;N/A
2011-11-20;Valutor mot svenska kronor;1 GBP;N/A
2011-11-21;Valutor mot svenska kronor;1 GBP;10,696
2011-11-22;Valutor mot svenska kronor;1 GBP;10,6469
2011-11-23;Valutor mot svenska kronor;1 GBP;10,6816
2011-11-24;Valutor mot svenska kronor;1 GBP;10,7151
2011-11-25;Valutor mot svenska kronor;1 GBP;10,7828
2011-11-26;Valutor mot svenska kronor;1 GBP;N/A
2011-11-27;Valutor mot svenska kronor;1 GBP;N/A
2011-11-28;Valutor mot svenska kronor;1 GBP;10,7796
2011-11-29;Valutor mot svenska kronor;1 GBP;10,7733
2011-11-30;Valutor mot svenska kronor;1 GBP;10,7649
2011-12-01;Valutor mot svenska kronor;1 GBP;10,6376
2011-12-02;Valutor mot svenska kronor;1 GBP;10,6076
2011-12-03;Valutor mot svenska kronor;1 GBP;N/A
2011-12-04;Valutor mot svenska kronor;1 GBP;N/A
2011-12-05;Valutor mot svenska kronor;1 GBP;10,5361
2011-12-06;Valutor mot svenska kronor;1 GBP;10,5868
2011-12-07;Valutor mot svenska kronor;1 GBP;10,4942
2011-12-08;Valutor mot svenska kronor;1 GBP;10,5542
2011-12-09;Valutor mot svenska kronor;1 GBP;10,6287
2011-12-10;Valutor mot svenska kronor;1 GBP;N/A
2011-12-11;Valutor mot svenska kronor;1 GBP;N/A
2011-12-12;Valutor mot svenska kronor;1 GBP;10,5793
2011-12-13;Valutor mot svenska kronor;1 GBP;10,7076
2011-12-14;Valutor mot svenska kronor;1 GBP;10,8231
2011-12-15;Valutor mot svenska kronor;1 GBP;10,7961
2011-12-16;Valutor mot svenska kronor;1 GBP;10,7933
2011-12-17;Valutor mot svenska kronor;1 GBP;N/A
2011-12-18;Valutor mot svenska kronor;1 GBP;N/A
2011-12-19;Valutor mot svenska kronor;1 GBP;10,7129
2011-12-20;Valutor mot svenska kronor;1 GBP;10,757
2011-12-21;Valutor mot svenska kronor;1 GBP;10,7274
2011-12-22;Valutor mot svenska kronor;1 GBP;10,7727
2011-12-23;Valutor mot svenska kronor;1 GBP;10,7595
2011-12-24;Valutor mot svenska kronor;1 GBP;N/A
2011-12-25;Valutor mot svenska kronor;1 GBP;N/A
2011-12-26;Valutor mot svenska kronor;1 GBP;N/A
2011-12-27;Valutor mot svenska kronor;1 GBP;10,7252
2011-12-28;Valutor mot svenska kronor;1 GBP;10,7212
2011-12-29;Valutor mot svenska kronor;1 GBP;10,7049
2011-12-30;Valutor mot svenska kronor;1 GBP;10,6768
2011-12-31;Valutor mot svenska kronor;1 GBP;N/A
2012-01-01;Valutor mot svenska kronor;1 GBP;N/A
2012-01-02;Valutor mot svenska kronor;1 GBP;10,6643
2012-01-03;Valutor mot svenska kronor;1 GBP;10,6962
2012-01-04;Valutor mot svenska kronor;1 GBP;10,6673
2012-01-05;Valutor mot svenska kronor;1 GBP;10,6906
2012-01-06;Valutor mot svenska kronor;1 GBP;N/A
2012-01-07;Valutor mot svenska kronor;1 GBP;N/A
2012-01-08;Valutor mot svenska kronor;1 GBP;N/A
2012-01-09;Valutor mot svenska kronor;1 GBP;10,6874
2012-01-10;Valutor mot svenska kronor;1 GBP;10,6818
2012-01-11;Valutor mot svenska kronor;1 GBP;10,6709
2012-01-12;Valutor mot svenska kronor;1 GBP;10,617
2012-01-13;Valutor mot svenska kronor;1 GBP;10,6264
2012-01-14;Valutor mot svenska kronor;1 GBP;N/A
2012-01-15;Valutor mot svenska kronor;1 GBP;N/A
2012-01-16;Valutor mot svenska kronor;1 GBP;10,7084
2012-01-17;Valutor mot svenska kronor;1 GBP;10,6542
2012-01-18;Valutor mot svenska kronor;1 GBP;10,6092
2012-01-19;Valutor mot svenska kronor;1 GBP;10,557
2012-01-20;Valutor mot svenska kronor;1 GBP;10,4906
2012-01-21;Valutor mot svenska kronor;1 GBP;N/A
2012-01-22;Valutor mot svenska kronor;1 GBP;N/A
2012-01-23;Valutor mot svenska kronor;1 GBP;10,5406
